e46d5e8	samuelfl680	2026-05-11	Merge pull request #548 from puj-course/feature-samuelfl680
b5fd5d6	samuelfl680	2026-05-11	fix: move theme toggle out of header and improve dark icon contrast
ad483f3	samuelfl680	2026-05-11	feat: add user profile module and consistent dark mode
bacfe4e	samuelfl680	2026-05-11	Merge pull request #543 from puj-course/feature-sarm-m
643665d	Sarm-m	2026-05-11	fix docker
29ea5e7	Sarm	2026-05-11	Merge pull request #541 from puj-course/feature-sarm-m
cc918cb	Sarm-m	2026-05-11	feat(conductores): mostrar vehiculo asignado en tabla. CLoses #489
af9fbb6	Sarm	2026-05-11	FIx doceker y reportes.
ba017ea	unknown	2026-05-11	Merge remote-tracking branch 'origin/develop' into feature-sarm-m
938ec3c	Sarm-m	2026-05-11	fix docke
4ad1c99	Sarm-m	2026-05-11	fix docker
daf5816	Juan Sebastian Vargas Dicelys	2026-05-11	Merge pull request #539 from puj-course/feature-Vargas-J
4f6c18b	samuelfl680	2026-05-11	Merge pull request #538 from puj-course/feature-samuelfl680
1545a1a	samuelfl680	2026-05-11	merge: integrar develop en feature-samuelfl680
ad1bc55	samuelfl680	2026-05-11	Merge pull request #533 from puj-course/feature-sarm-m
987e4f9	samuelfl680	2026-05-11	chore: cerrar issues de onboarding
7112a62	samuelfl680	2026-05-11	feat: completar onboarding guiado para usuarios nuevos
e5e095d	Sarm-m	2026-05-10	fix(validation): limitar placa documento telefono y selector de vehiculo. Closes #492.
52c0481	samuelfl680	2026-05-10	feat(auth): recuperar acceso por correo registrado o SMS. Closes #526. Closes #527
f581a81	Sarm-m	2026-05-10	test(alerts): validar escenarios documentales con datos demo. Closes #492.
e6fd5ef	samuelfl680	2026-05-10	fix(auth): restaurar autenticacion con Google en entorno local. Closes #525
c43b313	samuelfl680	2026-05-10	fix(auth): restaurar autenticacion con Google en entorno local. Closes #525
d291b7b	Sarm-m	2026-05-10	feat(alerts): agrupar alertas por categoria y mostrar fechas de vencimiento. Closes #491
e12d34b	Sarm-m	2026-05-10	mostrar fecha de vencimiento en alertas activas. Closes #490
bf4ce75	Sarm	2026-05-10	Merge pull request #517 from puj-course/feature/docker-deploy
2360e81	Sarm-m	2026-05-10	Datos mongo. Closes #489
0b8977a	juansebastianvd	2026-05-10	test(sidebar): verify navigation consistency and clean up unused imports closes #521
19a0f41	juansebastianvd	2026-05-10	style(sidebar): add hover effects and pointer cursor to brand Link closes #520
f4689b7	juansebastianvd	2026-05-10	feat(sidebar): refactor brand logo to Link component for SPA navigation closes #519
e542ce7	Sarm-m	2026-05-07	docs(qa): agregar datos demo para validacion de alertas.
2f9ff3e	juserora	2026-05-07	Merge branch 'feature/docker-deploy' into develop
ea22e51	juserora	2026-05-07	Merge branch 'develop' of https://github.com/puj-course/FIS_2610_3517_G4 into develop
fb9c5aa	juserora	2026-05-07	Merge branch 'feature/docker-deploy' of https://github.com/puj-course/FIS_2610_3517_G4 into feature/docker-deploy
c9f8f14	Sarm-m	2026-05-07	fix(docker): conectar Compose con la base compartida de MongoDB.
393a18b	Sarm-m	2026-05-07	chore(docker): versionar variables compartidas para Compose.
a986d9d	Sarm-m	2026-05-07	docs
954013a	Sarm-m	2026-05-07	chore(docker): configurar proxy de API y documentar ejecucion con Compose.
beb5446	juserora	2026-05-07	Merge branch 'feature/docker-deploy' of https://github.com/puj-course/FIS_2610_3517_G4 into feature/docker-deploy
f89faa9	Sarm-m	2026-05-07	fix code
cb36fad	samuelfl680	2026-05-07	Merge pull request #516 from puj-course/develop
b841fc5	solonlosada2006	2026-05-07	Update cd_entrega.yml
71de6ea	samuelfl680	2026-05-07	Merge pull request #515 from puj-course/feature-samuelfl680
0087d74	samuelfl680	2026-05-07	Merge pull request #514 from puj-course/feature-samuelfl680
2ee315f	samuelfl680	2026-05-07	fix(ci): corregir ruta de artefacto en cd_entrega
7cf4d1e	samuelfl680	2026-05-07	Merge pull request #513 from puj-course/feature-samuelfl680
9fb137b	samuelfl680	2026-05-07	Merge branch 'develop' of https://github.com/puj-course/FIS_2610_3517_G4 into feature-samuelfl680
35923f4	samuelfl680	2026-05-07	fix(ci): corregir ruta del build frontend en Dockerfile
2a488b4	samuelfl680	2026-05-07	feat(devops): completar taller docker con compose, pipeline y plantilla PDF
041ba80	samuelfl680	2026-05-07	Merge pull request #508 from puj-course/feature-Slosada
fe37839	solonlosada2006	2026-05-07	Resolviendo conflictos con develop
b411550	solonlosada2006	2026-05-07	arreglando endpoints
76ae54d	samuelfl680	2026-05-07	Update database and email configuration in .env.example
0202385	samuelfl680	2026-05-07	Merge pull request #507 from puj-course/feautre-samuelfl680
8ffd239	samuelfl680	2026-05-07	fix: mejorar diagnostico de errores MongoDB (#506)
bb368ed	samuelfl680	2026-05-07	chore: alinear env.example con configuracion local (#505)
ebbcdbe	samuelfl680	2026-05-07	fix: evitar registro local sin verificacion (#505)
b799ff9	samuelfl680	2026-05-07	fix: ajustar defaults de mongo al cluster del proyecto (#503)
f4e66ec	samuelfl680	2026-05-07	feat: integrar acceso Google en frontend (#504)
f72916a	samuelfl680	2026-05-07	feat: agregar autenticacion Google en backend (#504)
4c856ba	samuelfl680	2026-05-07	fix: corregir .env.example para auth doctor (#503)
81cc8a5	samuelfl680	2026-05-07	Merge pull request #502 from puj-course/feautre-samuelfl680
ed0a8e1	samuelfl680	2026-05-07	merge: resolver conflictos con develop
2335990	samuelfl680	2026-05-07	fix: resolver conflicto de dateutils
44b9f07	samuelfl680	2026-05-07	docs: comentar configuración y workflows (#498)
3ddd9d1	samuelfl680	2026-05-07	docs: comentar lógica documental y alertas (#497)
40f0b5b	samuelfl680	2026-05-07	docs: comentar rutas y servicios (#496)
668ef6d	samuelfl680	2026-05-07	docs: comentar contextos y hooks (#495)
0187b98	samuelfl680	2026-05-07	docs: comentar interfaz del frontend (#494)
afcd994	samuelfl680	2026-05-07	Merge pull request #501 from puj-course/feature-sarm-m
826655b	Sarm-m	2026-05-07	fix
fc780f4	samuelfl680	2026-05-07	Merge pull request #500 from puj-course/feature-sarm-m
2f302e9	Sarm-m	2026-05-07	fix(env): incluir configuracion compartida de desarrollo.
97e691d	Sarm-m	2026-05-07	fix(env): incluir configuracion compartida de desarrollo.
d651337	samuelfl680	2026-05-06	Merge pull request #499 from puj-course/feature-sarm-m
588cc41	Sarm-m	2026-05-06	fix
7d7c2c5	samuelfl680	2026-05-05	Merge pull request #488 from puj-course/feature-sarm-m
a94244b	Sarm-m	2026-05-05	Unifica MongoDB y agrega recuperacion de cuenta. Closes #352
f3a53f3	Aulas Ingenieria	2026-05-05	unificar BD
0a57ddc	solonlosada2006	2026-05-03	añadiendo eliminar y actualizar en la tabla de DocumentosPage. Closes #437
4dbc49c	solonlosada2006	2026-05-03	Añadiendo edit modal para SOAT y RTM. Closes #436
2f7539a	solonlosada2006	2026-05-03	añadiendo PUT endpoints. Closes #435
0f90527	solonlosada2006	2026-05-03	resolviendo conflictos del merge
3a6f3e6	solonlosada2006	2026-05-03	arreglando cambios
c749985	samuelfl680	2026-05-01	test(soat): agregar pruebas unitarias para validacion de vigencia
dd2bc29	samuelfl680	2026-05-01	test(soat): agregar pruebas unitarias para validacion de vigencia
545abf8	juserora	2026-05-01	test(rtm): agregar pruebas unitarias para revision tecnico mecanica
ce1dc70	juserora	2026-05-01	test(rtm): agregar pruebas unitarias para revision tecnico mecanica
8bf855e	juserora	2026-05-01	test(rtm): agregar pruebas unitarias para revision tecnico mecanica
bd00e3a	juserora	2026-05-01	fix: optimización responsiva en tablas de conductores y vehículos
0bee712	solonlosada2006	2026-05-01	Pruebas unitarias useRuntSimulator
292a258	Sarm	2026-04-30	Merge pull request #476 from puj-course/develop
499b191	Sarm	2026-04-30	Merge pull request #475 from puj-course/feature-sarm-m
3497c30	Sarm-m	2026-04-30	ci(sonar): ejecutar analisis sonarcloud sobre rama main. Closes #472
7e61842	Sarm	2026-04-30	Merge pull request #474 from puj-course/feature-sarm-m
0977936	Sarm-m	2026-04-30	ci(sonar): ejecutar analisis sonarcloud en pull request hacia develop. Closes #472
849655e	Sarm-m	2026-04-30	ci(sonar): integrar analisis de calidad con cobertura del frontend. Closes #472
8254c99	samuelfl680	2026-04-30	Merge pull request #468 from puj-course/feautre-samuelfl680
31d6455	samuelfl680	2026-04-30	Merge pull request #473 from puj-course/feature-sarm-m
cb62a6d	Sarm-m	2026-04-30	chore(test): ignorar reportes de cobertura generados por vitest.
e5e0289	Sarm-m	2026-04-30	test(fechas): agregar pruebas unitarias para estados documentales. Closes #472
61489eb	juserora	2026-04-30	Merge branch 'main' of https://github.com/puj-course/FIS_2610_3517_G4 into feature-juserora
252d0ed	samuelfl680	2026-04-29	Merge pull request #469 from puj-course/feature-samuelfl680
6781378	samuelfl680	2026-04-29	fix: sincronizar usuarios y OTP en ambas bases de datos
4b5c679	copilot-swe-agent[bot]	2026-04-29	Merge branch 'develop' into feautre-samuelfl680 - resolve conflicts
68c7689	samuelfl680	2026-04-29	fix: correccion de errores de conexion backend en entornos cloud (proxy Vite)
c469c42	samuelfl680	2026-04-28	chore: fijar credenciales en env example para setup automatico
37d863e	samuelfl680	2026-04-28	Update .env.example with new database and email settings
204cd6f	Sarm-m	2026-04-28	fixes. Closes #414
e2cb971	samuelfl680	2026-04-28	fix(auth): corregir flujo registro OTP y auto-login tras verificacion
d84fcae	Sarm-m	2026-04-28	feat(documentos): integrar gestion SOAT con MongoDB y edicion en app. Closes #413
f57d319	samuelfl680	2026-04-28	chore: automatizar setup backend para dev en cualquier maquina
e23ed84	samuelfl680	2026-04-28	fix: restore missing OTP constants, emailService imports, VerificacionOTP model and repair verificar-codigo endpoint after teammate merge
7534e06	samuelfl680	2026-04-28	fix(auth): replace crypto.randomInt with backward-compatible fallback for older Node versions
a8f62d9	juansebastianvd	2026-04-28	Merge pull request #467 from puj-course/feature-Vargas-J
c1d8d4e	juansebastianvd	2026-04-28	Merge branch 'develop' into feature-Vargas-J
bd20363	juansebastianvd	2026-04-28	chore: purga de registros en texto plano en Atlas y pruebas E2E exitosas. Closes #465
0450de3	juansebastianvd	2026-04-28	feat: configurar interceptores de axios y fallback local para JWT. Closes #464
84c7b18	juansebastianvd	2026-04-28	sec: integrar helmet y middleware manual de sanitización NoSQL. Closes #463
463f5cb	juansebastianvd	2026-04-28	refactor: actualizar controladores de auth para soporte de hashes y JWT. Closes #462
e34c017	juansebastianvd	2026-04-28	refactor: actualizar controladores de auth para soporte de hashes y JWT. Closes #462
0f2d7ac	juansebastianvd	2026-04-28	feat: implementar cifrado bcryptjs en UsuarioSchema y agregar dependencias. Closes #461
0dfd5aa	samuelfl680	2026-04-28	fix(auth): harden mongo diagnostics and automate auth preflight pipeline
6f9d531	samuelfl680	2026-04-28	Merge pull request #459 from puj-course/feature-samuelfl680
00c5f92	Juan Sebastian	2026-04-28	fix(auth): arreglo de bugs de autenticacion y envio OTP (Fixes #458)
dbd43fc	samuelfl680	2026-04-28	Merge pull request #457 from puj-course/feature-samuelfl680
b319ccd	samuelfl680	2026-04-28	chore: permitir .env.example en repo y agregar archivo de configuracion de ejemplo
308ca2d	samuelfl680	2026-04-28	chore: agregar .env.example y scripts de setup para configuracion automatica
7d8b6c8	samuelfl680	2026-04-28	ci: agregar pipeline HU-454 comentada y template de pruebas
0f726eb	samuelfl680	2026-04-27	chore: comentar bloques de HU-440 (backend y frontend OTP)
0d85e90	samuelfl680	2026-04-27	Merge pull request #453 from puj-course/feature-samuelfl680
9cd65a5	samuelfl680	2026-04-27	revert: restaurar fallback URI original de compañero en server.js
39de275	samuelfl680	2026-04-27	fix: eliminar credenciales hardcodeadas de server.js (sonarqube security)
54934bb	samuelfl680	2026-04-27	chore: cerrar issue #452
e71fb59	samuelfl680	2026-04-27	chore: cerrar issue #451
7004aac	samuelfl680	2026-04-27	chore: cerrar issue #450
9056741	samuelfl680	2026-04-27	chore: cerrar issue #449
dd7977d	samuelfl680	2026-04-27	chore: cerrar issue #448
39e7ea9	samuelfl680	2026-04-27	chore: cerrar issue #447
1e96969	samuelfl680	2026-04-27	chore: cerrar issue #446
856c038	samuelfl680	2026-04-27	chore: cerrar issue #445
95f9a7c	samuelfl680	2026-04-27	chore: cerrar issue #444
30b1abb	samuelfl680	2026-04-27	chore: cerrar issue #443
9538922	samuelfl680	2026-04-27	chore: cerrar issue #442
a66ef27	samuelfl680	2026-04-27	chore: cerrar issue #441
f8ec4f4	samuelfl680	2026-04-27	chore: cerrar issue #440
4c4bf04	samuelfl680	2026-04-27	fix: cargar backend/.env de forma explicita
7fc7507	samuelfl680	2026-04-27	feat: agregar script dev unificado con concurrently (HU-440)
a02c6f0	samuelfl680	2026-04-27	fix: corregir orden dotenv, bloquear auto-login sin OTP (HU-440)
5f25fa1	samuelfl680	2026-04-27	feat: agregar pantalla OTP de verificacion en registro (HU-440)
fcc476f	samuelfl680	2026-04-27	feat: implementar verificacion de registro por correo OTP (HU-440)
5ab1143	samuelfl680	2026-04-27	Merge pull request #439 from puj-course/feature-samuelfl680
4b1c6a8	samuelfl680	2026-04-27	fix: corregir navegacion campanita y logout a inicio (#438)
92e3955	juansebastianvd	2026-04-27	Merge branch 'develop'
314f354	juansebastianvd	2026-04-27	Finalizando el merge y resolviendo conflictos
dfbc782	samuelfl680	2026-04-27	Merge pull request #432 from puj-course/feature-Slosada
98da260	solonlosada2006	2026-04-27	Finalizando detalles de diseño. Closes #424
ac6bfcd	solonlosada2006	2026-04-27	Mostrando RTM en Documentos, alertas y semáforo. Closes #427
23f4f99	solonlosada2006	2026-04-27	Conectar RTM al frontend con contexto y formulario. Closes #426
9a54f4b	solonlosada2006	2026-04-27	Endpoints creados y schema en Mongo. Closes #425
03d0822	juserora	2026-04-22	Merge branch 'main' of https://github.com/puj-course/FIS_2610_3517_G4 into feature-juserora
d0cb450	Sarm	2026-04-21	Revert "Agregación del botón de Documentos y conectado con la base de datos. …"
a431e29	samuelfl680	2026-04-21	Merge pull request #423 from puj-course/feature-samuelfl680
694852e	copilot-swe-agent[bot]	2026-04-21	merge: resolve conflicts with develop branch
414d6b0	samuelfl680	2026-04-21	Merge pull request #422 from puj-course/feature-Slosada
3deb138	solonlosada2006	2026-04-20	Agregación del botón de Documentos y conectado con la base de datos. Closes #355
0181dbb	Juserora	2026-04-19	Merge pull request #411 from puj-course/feature-juserora
776ae51	juserora	2026-04-19	test(qa): ejecutar casos de prueba flujos críticos closes #399
b5b920b	Sarm	2026-04-19	Actualizar descripción del modelo de dominio general
2af176e	Sarm	2026-04-19	Rename Modelo de dominio general to Modelo de dominio general.md
e9bba6a	Sarm	2026-04-19	Ampliar el modelo de dominio con descripciones de patrones
03d6314	Sarm	2026-04-19	Update general domain model formatting
0ef2c21	Sarm	2026-04-19	Revise Factory Method documentation for modal creation
89c2104	Juserora	2026-04-16	Diagrama DB .md
bdc1ba0	juansebastianvd	2026-04-16	Delete Docs/DiagramaDB/DiagramaBaseDatos
a1250de	juansebastianvd	2026-04-16	Create DiagramaBaseDatos
00cef0d	Juserora	2026-04-16	Delete Docs/DiagramaDB/ex
c6ebd01	Juserora	2026-04-16	Upload DiagramaDB
bb36350	Juserora	2026-04-16	Create ex
5f2c170	samuelfl680	2026-04-16	Merge pull request #399 from puj-course/develop
521bfa4	samuelfl680	2026-04-16	Add files via upload
5733575	Sarm	2026-04-16	Merge pull request #402 from puj-course/feature-sarm-m
979fe2f	Sarm-m	2026-04-16	feat: Implementar la parte de editar mas Fix. Closes #350
01fb16b	Samuel Freile	2026-04-16	fix: Arreglar problemas de registro y alertas #401
6e46225	Sarm-m	2026-04-16	 fix
a3b2a3a	Sarm	2026-04-16	Merge pull request #400 from puj-course/feature-sarm-m
cde70fe	Sarm-m	2026-04-16	feat(conductores): completar flujo de registro y asignacion de conductores desde la gestion de conductores. Closes #350
7c2787e	Sarm-m	2026-04-16	fix(validation): validar campos obligatorios y documento duplicado en registro de conductores. Closes #354
62605eb	Sarm-m	2026-04-16	feat(flow): conectar registro de conductores con asignacion de vehiculo. Closes #353
c9f228f	Sarm-m	2026-04-16	feat(conductores): agregar selector de vehiculo en la interfaz de registro. Closes #352
e41efe0	Sarm-m	2026-04-16	fix(conductores): conectar boton nuevo conductor con apertura de modal. Closes #351
c7c66c4	Sarm-m	2026-04-16	docs(patterns): documentar patrones gof por tipo con diagramas y matriz de trazabilidad. Closes #363
a710e9b	solonlosada2006	2026-04-15	Update README.md
7887d26	solonlosada2006	2026-04-15	Update Flujo y asignación dinámica.yml
6d96e30	solonlosada2006	2026-04-15	Update Flujo y asignación dinámica.yml
b750a9d	juansebastianvd	2026-04-15	Merge pull request #393 from puj-course/main
bff122e	solonlosada2006	2026-04-15	Update Flujo y asignación dinámica.yml
631bf92	solonlosada2006	2026-04-15	Merge pull request #387 from puj-course/develop
e923735	solonlosada2006	2026-04-15	Delete .github/ISSUE_TEMPLATE/invest.md
dd678e5	solonlosada2006	2026-04-15	Delete .github/ISSUE_TEMPLATE/definition-of-done.md
d42e33f	solonlosada2006	2026-04-15	Delete .github/ISSUE_TEMPLATE/criterios-de-aceptacion.md
d37fa49	juansebastianvd	2026-04-16	Merge branch 'develop' of https://github.com/puj-course/FIS_2610_3517_G4 into develop
6428cda	juansebastianvd	2026-04-16	fix:package
b561bf8	solonlosada2006	2026-04-15	Update ci_verificacion.yml
3757dda	juansebastianvd	2026-04-15	Merge pull request #386 from puj-course/feature-juserora
7e31e7d	juserora	2026-04-15	fix: corregir navegación de servicios y planes en el header público closes #383, #384, #385
